titlemeta_ID;titlemeta_author;titlemeta_title;bestseller_author;bestseller_title;bestseller_year;ratio_author;ratio_title
mdp.39015063549607;Connor, Ralph;The major, ;Connor, Ralph;The Major;1918;100;83
inu.30000027410699;De la Roche, Mazo;Jalna  ;de la Roche, Mazo;Jalna;1927;100;83
inu.30000027410699;De la Roche, Mazo;Jalna  ;de la Roche, Mazo;Jalna;1928;100;83
uc1.$b662372;Asch, Sholem;"Moses; ";Asch, Sholem;Moses;1951;100;83
mdp.39015010747999;McCarthy, Mary;The group  ;McCarthy, Mary;The Group;1963;100;83
mdp.39015024079280;Malamud, Bernard;The fixer  ;Malamud, Bernard;The Fixer;1966;100;83
mdp.39015005028694;King, Stephen;The stand  ;King, Stephen;The Stand;1990;100;83
mdp.49015002559228;Steel, Danielle;Daddy  ;Steel, Danielle;Daddy;1989;100;83
mdp.39015032297437;Steel, Danielle;Wings  ;Steel, Danielle;Wings;1994;100;83
mdp.39015041103303;Steel, Danielle;The ranch  ;Steel, Danielle;The Ranch;1997;100;83
mdp.39015040065842;Steel, Danielle;The ghost  ;Steel, Danielle;The Ghost;1997;100;83
miun.acm3742.0001.001;Bromfield, Louis;The rains c;Bromfield, Louis;The Rains Came;1937;100;82
miun.acm3742.0001.001;Bromfield, Louis;The rains c;Bromfield, Louis;The Rains Came;1938;100;82
mdp.39015005306348;Basso, Hamilton;The view from Pompey;Basso, Hamilton;The View from Pompey's Head;1954;100;82
mdp.39015033609358;Wright, Harold Bell;The re-creation of Brian Kent,  a novel, ;Wright, Harold Bell;The Re-Creation of Brian Kent;1919;100;81
mdp.39015033609358;Wright, Harold Bell;The re-creation of Brian Kent,  a novel, ;Wright, Harold Bell;The Re-Creation of Brian Kent;1920;100;81
uc1.b3462574;Crichton, Robert;The secret of Santa Vittoria:  a novel.;Crichton, Robert;The Secret of Santa Vittoria;1966;100;81
mdp.39015037456236;Garner, James Finn;Politically correct bedtime stories  ;Garner, James Finn;Politically Correct Holiday Stories;1995;100;81
mdp.39015062757631;Sabatini, Rafael;The sea-hawk by ;Sabatini, Rafael;The Sea-Hawk;1923;100;80
mdp.39015030710142;Rinehart, Mary Roberts;The door, ;Rinehart, Mary Roberts;The Door;1930;100;80
pst.000032254990;Bromfield, Louis;The farm  ;Bromfield, Louis;The Farm;1933;100;80
mdp.39015000615958;Asch, Sholem;"Mary; ";Asch, Sholem;Mary;1949;100;80
pst.000059006770;King, Stephen;Cujo  ;King, Stephen;Cujo;1981;100;80
pst.000058051146;Steel, Danielle;Star  ;Steel, Danielle;Star;1989;100;80
mdp.39015045679712;Evans, Nicholas;The loop  ;Evans, Nicholas;The Loop;1998;100;80
nyp.33433075761738;Farnol, Jeffery;The definite o;Farnol, Jeffrey;The Definite Object;1917;93;80
mdp.39015063923943;Lincoln, Joseph Crosby;The Portygee ...;Lincoln, Joseph C.;The Portygee;1920;85;80
wu.89100335819;King, Basil;The street called Straight:  a novel, ;King, Basil;The Street Called Straight;1912;100;79
nyp.33433074958442;Dawson, Coningsby;The kingdom round the corner--  a novel, ;Dawson, Coningsby;The Kingdom Round the Corner;1921;100;79
mdp.39015000613409;Smith, Betty;A tree grows in Brooklyn :  a novel  ;Smith, Betty;A Tree Grows in Brooklyn;1943;100;79
mdp.39015000613409;Smith, Betty;A tree grows in Brooklyn :  a novel  ;Smith, Betty;A Tree Grows in Brooklyn;1944;100;79
mdp.39015040993191;Clark, Mary Higgins;Pretend you don't see her :  a novel  ;Clark, Mary Higgins;Pretend You Don't See Her;1997;100;79
pst.000006438036;Van Dine, S. S;The Benson murder case  ;Van Dine, S. S.;The Bishop Murder Case;1929;97;79
inu.32000009050271;Bacheller, Irving Addison;A boy for the ages. ;Bacheller, Irving;A Man for the Ages;1920;81;79
uc1.32106014826249;Smith, Lillian Eugenia;Strange fruit,  a no;Smith, Lillian;Strange Fruit;1944;78;79
uc1.32106002123112;Lewis, Sinclair;Babbitt,  b;Lewis, Sinclair;Babbitt;1922;100;78
uc1.32106002123112;Lewis, Sinclair;Babbitt,  b;Lewis, Sinclair;Babbitt;1923;100;78
mdp.39015008914940;Drury, Allen;"Preserve and protect;  a novel.";Drury, Allen;Preserve and Protect;1968;100;78
mdp.39015000619281;Greene, Graham;"Travels with my aunt;  a novel.";Greene, Graham;Travels with My Aunt;1970;100;78
mdp.39015012416601;Irving, John;The world according to Garp :  a novel  ;Irving, John;The World According to Garp;1978;100;78
mdp.39015050822090;West, Morris L;The shoes of the f;West, Morris L.;The Shoes of the Fisherman;1963;97;78
uc2.ark+=13960=t0zp3wv0g;Rice, Alice Caldwell Hegan;Mrs. Wiggs of the ca;Rice, Alice Hegan;Mrs. Wiggs of the Cabbage Patch;1903;79;78
uc1.b3549031;Ward, Mary Augusta;"Lady Rose's daughter;  a novel, ";Ward, Mary Augusta;Lady Rose's Daughter;1903;100;77
uc1.$b243730;Wright, Harold Bell;"The mine with the iron door;  a romance, ";Wright, Harold Bell;The Mine with the Iron Door;1923;100;77
mdp.39015008493556;Lewis, Sinclair;"It can't happen here;  a novel, ";Lewis, Sinclair;It Can't Happen Here;1936;100;77
mdp.39015005685535;Allen, Hervey;The forest and t;Allen, Hervey;The Forest and the Fort;1943;100;77
uc1.32106006283888;Susann, Jacqueline;Valley of th;Susann, Jacqueline;Valley of the Dolls;1966;100;77
mdp.49015000983156;Huxley, Aldous;Eyeless in Gaza,  a nove;Huxley, Aldous;Eyeless in Gaza;1936;100;77
uc2.ark+=13960=t2g737p22;Rinehart, Mary Roberts;The window at the ;Rinehart, Mary Roberts;The Window at the White Cat;1910;100;76
mdp.39015030842986;Bottome, Phyllis;... Private wor;Bottome, Phyllis;Private Worlds;1934;100;76
uc1.$b146911;Wallace, Irving;"The seven minutes;  a nov";Wallace, Irving;The Seven Minutes;1969;100;76
mdp.39015002756768;Santmyer, Helen Hooven;"""---and ladies of the club""  ";Santmyer, Helen Hooven;""". . . And the Ladies of the Club""";1984;100;76
mdp.39015037434886;Clark, Mary Higgins;Moonlight becomes you :  a novel  ;Clark, Mary Higgins;Moonlight Becomes You;1996;100;76
njp.32101066122613;Harland, Henry;"My friend Prospero;  a novel, ";Harland, Henry;My Friend Prospero;1904;100;75
mdp.39015026884190;Sinclair, Upton;The jungle :  ;Sinclair, Upton;The Jungle;1906;100;75
uc1.32106010568852;Dinesen, Isak;Seven Gothic tales,  $n: by Is;Dinesen, Isak;Seven Gothic Tales;1934;100;75
inu.32000007367818;Norris, Frank;The pit. ;Norris, Frank;The Pit;1903;100;75
uc1.b4951171;Wouk, Herman;War and remembrance :  a novel  ;Wouk, Herman;War and Remembrance;1978;100;75
mdp.39015048745403;Uris, Leon;The Haj  ;Uris, Leon;The Haj;1984;100;75
nyp.33433076067218;Grey, Zane;"The man of the forest;  a novel, ";Grey, Zane;The Man of the Forest;1920;100;74
mdp.39015020716356;Yerby, Frank;The Saracen blade,  a nove;Yerby, Frank;The Saracen Blade;1952;100;74
uc1.b3435134;Drury, Allen;"Capable of honor;  a novel.";Drury, Allen;Capable of Honor;1966;100;74
uc1.32106009991503;Clark, Mary Higgins;Weep no more, my lady :  a novel  ;Clark, Mary Higgins;Weep No More My Lady;1987;100;74
uc1.$b784260;Hichens, Robert;"In the wilderness;  a novel, ";Hichens, Robert S.;In the Wilderness;1917;91;74
nyp.33433074797410;Wright, Harold Bell;When a man's a man :  a novel, ;Wright, Harold Bell;When a Man's a Man;1916;100;73
mdp.39015065540034;Grey, Zane;"The mysterious rider;  a novel, ";Grey, Zane;The Mysterious Rider;1921;100;73
uc1.32106002122734;Lee, Harper;To kill a mo;Lee, Harper;To Kill a Mockingbird;1961;100;73
mdp.39015020710847;O'Hara, John;Elizabeth Appleton :  a novel  ;O'Hara, John;Elizabeth Appleton;1963;100;73
mdp.39015011872937;Vidal, Gore;"Myra Breckenridge ; Myron  ";Vidal, Gore;Myra Breckinridge;1968;100;73
mdp.49015002379759;King, Stephen;The eyes of the dragon :  a story  ;King, Stephen;The Eyes of the Dragon;1987;100;73
mdp.39015057016175;Clark, Mary Higgins;I'll be seeing you :  a novel  ;Clark, Mary Higgins;I'll Be Seeing You;1993;100;73
mdp.39015037861633;Steel, Danielle;Five days in Paris :  a novel  ;Steel, Danielle;Five Days in Paris;1995;100;73
uc1.b3727921;Wright, Harold Bell;The eyes of the world :  a novel  ;Wright, Harold Bell;The Eyes of the World;1914;100;72
nyp.33433076072879;Webster, Henry Kitchell;The real adventure,  a novel ;Webster, Henry Kitchell;The Real Adventure;1916;100;72
mdp.39015030730850;Steen, Marguerite;The sun is my undoing :  a novel  ;Steen, Marguerite;The Sun Is My Undoing;1941;100;72
mdp.39015030730850;Steen, Marguerite;The sun is my undoing :  a novel  ;Steen, Marguerite;The Sun Is My Undoing;1942;100;72
mdp.39015000551138;O'Hara, John;Ourselves to know :  a novel  ;O'Hara, John;Ourselves To Know;1960;100;72
mdp.39015046419035;Follett, Ken;Eye of the needle :  a novel  ;Follett, Ken;Eye of the Needle;1978;100;72
mdp.39015006236957;Irving, John;The cider house rules :  a novel  ;Irving, John;Cider House Rules;1985;100;72
mdp.39015005148344;Grant, Robert;Unleavened bread :  a novel  ;Grant, Robert;Unleavened Bread;1900;100;71
uc2.ark+=13960=t01z41z3p;Wright, Harold Bell;Helen of the;Wright, Harold Bell;Helen of the Old House;1922;100;71
nyp.33433076068612;Grey, Zane;"To the last man;  a novel, ";Grey, Zane;To the Last Man;1922;100;71
mdp.39015000551310;O'Hara, John;From the terrace :  a novel  ;O'Hara, John;From the Terrace;1958;100;71
uc1.b3346998;O'Hara, John;Sermons and ;O'Hara, John;Sermons and Soda-Water;1960;100;71
uc1.b4082359;Wouk, Herman;Youngblood Hawke :  a novel  ;Wouk, Herman;Youngblood Hawke;1962;100;71
pst.000017516020;O'Hara, John;John O'Hara's Elizabeth Appleton.;O'Hara, John;Elizabeth Appleton;1963;100;71
mdp.39015052467142;Auel, Jean M;The valley of horses :  a novel  ;Auel, Jean M.;The Valley of Horses;1982;96;71
uc1.32106011199525;Le Carré, John;The spy who came in ;Le Carre, John;The Spy Who Came in from the Cold;1964;93;71
uc1.$b242981;Gibbs, Philip;Heirs apparent:  a novel, ;Gibbs, Philip;The Heirs Apparent;1924;100;70
mdp.39015063974698;White, Stewart Edward;"The silent places;  a story ";White, Stewart Edward;The Silent Places;1904;100;70
mdp.39015051424003;Kantor, MacKinlay;Anderso;Kantor, MacKinlay;Andersonville;1955;100;70
mdp.39015051424003;Kantor, MacKinlay;Anderso;Kantor, MacKinlay;Andersonville;1956;100;70
mdp.39015046829993;West, Morris L;"The Tower of Babel;  a novel, ";West, Morris L.;The Tower of Babel;1968;97;70
mdp.39015005780161;Sagan, Françoise;A certain smile :  a novel  ;Sagan, Francoise;A Certain Smile;1956;94;70
uc1.32106011861538;Walpole, Hugh, Sir;Rogue Herries,  a novel.;Walpole, Hugh;Rogue Herries;1930;84;70
uc1.b3325381;Parker, Gilbert, Sir;"The judgment house;  a novel, ";Parker, Sir Gilbert;The Judgment House;1913;77;70
inu.30000041629753;Werfel, Franz;The forty days  ;Werfel, Franz;The Forty Days of Musa Dagh;1935;100;69
mdp.39015054089407;Crichton, Michael;The great trai;Crichton, Michael;The Great Train Robbery;1975;100;69
uc1.b3834475;Farnol, Jeffery;The amateur gentleman :  a romance  ;Farnol, Jeffrey;The Amateur Gentleman;1913;93;69
uc1.b3727814;Ruark, Robert Chester;"Poor no more;  a novel.";Ruark, Robert;Poor No More;1959;76;69
mdp.49015001001198;Sabatini, Rafael;Mistress Wilding :  a romance  ;Sabatini, Rafael;Mistress Wilding;1924;100;68
wu.89099779803;Dawson, Coningsby;The coast of folly,:  a novel  ;Dawson, Coningsby;The Coast of Folly;1924;100;68
mdp.39015024078944;Styron, William;The confessions o;Styron, William;The Confessions of Nat Turner;1967;100;68
pst.000044438951;Jakes, John;California gold :   a novel  ;Jakes, John;California Gold;1989;100;68
nyp.33433074837448;Beach, Rex;"The silver horde;  a novel, ";Beach, Rex;The Silver Horde;1909;100;67
uc2.ark+=13960=t83j39v3z;Rinehart, Mary Roberts;The man in l;Rinehart, Mary Roberts;The Man in Lower Ten;1909;100;67
uc1.$b797653;Rinehart, Mary Roberts;"Lost ecstasy;  a novel, ";Rinehart, Mary Roberts;Lost Ecstasy;1927;100;67
mdp.39015030699915;Kazan, Elia;"The arrangement;  a novel.";Kazan, Elia;The Arrangement;1967;100;67
mdp.39015046834431;Potok, Chaim;"The chosen;  a n";Potok, Chaim;The Chosen;1967;100;67
inu.30000006670925;Wouk, Herman;"The winds of war;  a novel, ";Wouk, Herman;The Winds of War;1971;100;67
inu.30000006670925;Wouk, Herman;"The winds of war;  a novel, ";Wouk, Herman;The Winds of War;1972;100;67
mdp.39015000542897;Higgins, Jack;Storm warning :  a novel  ;Higgins, Jack;Storm Warning;1976;100;67
nyp.33433074809298;Dixon, Thomas;"The clansman;  a his";Dixon, Thomas Jr.;The Clansman;1905;87;67
uc1.b3322486;Hewlett, Maurice Henry;The life and death of Richard Yea-and-Nay  ;Hewlett, Maurice;Richard Yea-and-Nay;1901;84;66
nyp.33433076071947;Johnston, Mary;Sir Mortimer :  a novel  ;Johnston, Mary;Sir Mortimer;1904;100;65
mdp.39015012336312;Grey, Zane;"The U. P. trail;  a novel, ";Grey, Zane;The U. P. Trail;1918;100;65
mdp.39015050756801;Steinbeck, John;The moon is down :  a novel  ;Steinbeck, John;The Moon Is Down;1942;100;65
mdp.39015029714642;Lewis, Sinclair;Main Street & Babbitt  ;Lewis, Sinclair;Main Street;1921;100;65
mdp.39015034535867;Clark, Mary Higgins;Silent night :  a novel  ;Clark, Mary Higgins;Silent Night;1995;100;65
mdp.39015063945763;Parker, Gilbert, Sir;The right of way :  a novel  ;Parker, Gilbert;The Right of Way;1901;86;65
mdp.39015063945763;Parker, Gilbert, Sir;The right of way :  a novel  ;Parker, Gilbert;The Right of Way;1902;86;65
mdp.39015030760691;McCutcheon, George Barr;Graustark :  the st;McCutcheon, George Barr;Graustark;1901;100;64
mdp.39015007017208;Du Maurier, Daphne;Mary Anne, a novel.;du Maurier, Daphne;Mary Anne;1954;100;64
mdp.39015035016099;Garner, James Finn;Politically correct holiday stories :  for an enlightened yuletide season  ;Garner, James Finn;Politically Correct Holiday Stories;1995;100;64
mdp.39015011716555;Kim, Richard E;The martyred,  a nove;Kim, Richard E.;The Martyred;1964;97;64
mdp.39015027996860;Thurston, Katherine Cecil;The masquerader :  a novel  ;Thurston, Katherine Cecil;The Masquerader;1904;100;63
mdp.39015027996860;Thurston, Katherine Cecil;The masquerader :  a novel  ;Thurston, Katherine Cecil;The Masquerader;1905;100;63
uc1.32106005369274;Hemingway, Ernest;Across the river;Hemingway, Ernest;Across the River and into the Trees;1950;100;63
uc1.b4411041;Wilson, Sloan;The man in the gr;Wilson, Sloan;The Man in the Gray Flannel Suit;1955;100;63
mdp.39015063930195;King, Basil;"The wild olive;  a novel, ";King, Basil;The Wild Olive;1910;100;62
mdp.39015031304515;Tarkington, Booth;The plut;Tarkington, Booth;The Plutocrat;1927;100;62
mdp.39015007030904;Wallace, Irving;"The Fan Club;  a novel";Wallace, Irving;The Fan Club;1974;100;62
mdp.39015013942332;McCaffrey, Anne;The Dragonriders of Pern  ;McCaffrey, Anne;Moreta: Dragonlady of Pern;1983;100;62
mdp.39015013129807;Updike, John;The coup  ;Updike, John;Couples;1968;100;62
mdp.39015026502941;Malet, Lucas;"The history of Sir Richard Calmady;  a romance ";Malet, Lucas;Sir Richard Calmady;1902;100;61
uc1.b3710831;Keyes, Frances Parkinson;Steambo;Keyes, Frances Parkinson;Steamboat Gothic;1952;100;61
mdp.39015031307575;Weidman, Jerome;The enemy camp :  a novel  ;Weidman, Jerome;The Enemy Camp;1958;100;61
mdp.39015045637470;Vonnegut, Kurt;"Breakfast of champions;  or, Goodbye blue Monday! ";Vonnegut, Kurt;Breakfast of Champions;1973;100;61
mdp.39015068816498;Smith, Martin Cruz;Gorky Park :  a novel  ;Smith, Martin Cruz;Gorky Park;1981;100;61
uc1.32106016478502;Crichton, Michael;Disclosure :  a novel  ;Crichton, Michael;Disclosure;1994;100;61
mdp.39015034276017;Garner, James Finn;Once upon a more enlightened time :  more politically correct bedtime stories  ;Garner, James Finn;Politically Correct Bedtime Stories;1994;100;61
mdp.39015034276017;Garner, James Finn;Once upon a more enlightened time :  more politically correct bedtime stories  ;Garner, James Finn;Politically Correct Bedtime Stories;1995;100;61
mdp.39015066047674;Crichton, Michael;The lost world :  a novel  ;Crichton, Michael;The Lost World;1995;100;61
mdp.39015040577507;Cussler, Clive;Flood tide :  a novel  ;Cussler, Clive;Flood Tide;1997;100;61
miun.afb3853.0001.001;Yerby, Frank;The vixens, a nove;Yerby, Frank;The Vixens;1947;100;60
mdp.39015063975299;Van Dine, S. S;"The Greene murder case;  a Philo Vance story, ";Van Dine, S. S.;The Greene Murder Case;1928;97;60
mdp.39015063975992;Van Dine, S. S;The Bishop murder case,  a Philo Vance story, ;Van Dine, S. S.;The Bishop Murder Case;1929;97;60
mdp.39015003929844;Gibbs, Arthur Hamilton;"Soundings;  a novel, ";Gibbs, A. Hamilton;Soundings;1925;85;60
mdp.39015063545332;Curwood, James Oliver;"A gentleman of courage;  a novel of the wilderness, ";Curwood, James Oliver;A Gentleman of Courage;1924;100;59
uc1.$b787165;Monsarrat, Nicholas;The tribe that;Monsarrat, Nicholas;The Tribe That Lost Its Head;1956;100;59
uc1.b4091425;Lewis, Sinclair;Dodsworth :  a novel  ;Lewis, Sinclair;Dodsworth;1929;100;58
pst.000029585342;Ferber, Edna;Show boat :  a novel  ;Ferber, Edna;Show Boat;1926;100;58
pst.000030286917;Wolfe, Thomas;Of time and the river :  Young Faustus. Telemachus  ;Wolfe, Thomas;Of Time and the River;1935;100;58
mdp.39015055842531;Puzo, Mario;Fools die :  a novel  ;Puzo, Mario;Fools Die;1978;100;58
mdp.49015002580224;Plain, Belva;Evergreen :  a novel  ;Plain, Belva;Evergreen;1978;100;58
mdp.39015070756450;Doctorow, E. L;Loon Lake :  a novel  ;Doctorow, E.L.;Loon Lake;1980;93;58
mdp.39015032709837;Cornwell, Patricia Daniels;The body farm :  a novel  ;Cornwell, Patricial;The Body Farm;1994;84;58
miun.aee0401.0001.001;Waltari, Mika;"The Egyptian,  a novel; ";Waltari, Mika;The Egyptian;1949;100;57
miun.aee0401.0001.001;Waltari, Mika;"The Egyptian,  a novel; ";Waltari, Mika;The Egyptian;1954;100;57
nyp.33433074788005;Lincoln, Joseph Crosby;"The Portygee;  a novel, ";Lincoln, Joseph C.;The Portygee;1920;85;57
mdp.39015003870592;Steinbeck, John;The grapes of wrath :  text and criticism  ;Steinbeck, John;The Grapes of Wrath;1939;100;56
mdp.39015003870592;Steinbeck, John;The grapes of wrath :  text and criticism  ;Steinbeck, John;The Grapes of Wrath;1940;100;56
mdp.49015000999095;Loos, Anita;"""Gentlemen prefer blondes""; the illuminating diary of a professi";Loos, Anita;Gentlemen Prefer Blondes;1926;100;55
mdp.39015011604546;Stone, Irving;"Love is eternal;  a novel about Mary Tod";Stone, Irving;Love Is Eternal;1954;100;55
mdp.39015002348343;Vonnegut, Kurt;Jailbird :  a novel  ;Vonnegut, Kurt;Jailbird;1979;100;55
mdp.39015020676592;Puzo, Mario;The Sicilian :  a novel  ;Puzo, Mario;The Sicilian;1984;100;55
mdp.39015034418791;Rice, Anne;Memnoch the devil :  the vampire chronicles  ;Rice, Anne;Memnoch the Devil;1995;100;55
mdp.39015035016099;Garner, James Finn;Politically correct holiday stories :  for an enlightened yuletide season  ;Garner, James Finn;Politically Correct Bedtime Stories;1994;100;55
mdp.39015035016099;Garner, James Finn;Politically correct holiday stories :  for an enlightened yuletide season  ;Garner, James Finn;Politically Correct Bedtime Stories;1995;100;55
nyp.33433074837349;Beach, Rex;"The barrier;  a novel, ";Beach, Rex;The Barrier;1908;100;54
uva.x000491679;Grey, Zane;"The lone star ranger;  a romance of the border,";Grey, Zane;The Lone Star Ranger;1915;100;54
mdp.39015063918422;Farnol, Jeffery;"The definite object;  a romance of New York, ";Farnol, Jeffrey;The Definite Object;1917;93;54
pst.000006097677;McCutcheon, George Barr;Truxton King :  a story of Graust;McCutcheon, George Barr;Truxton King;1909;100;53
mdp.39015061868900;Caine, Hall, Sir;"The woman thou gavest me;  being the story of Mary O'Neill, ";Caine, Hall;The Woman Thou Gavest Me;1913;81;53
njp.32101063581712;King, Basil;The inner shrine :  a novel of today  ;King, Basil;The Inner Shrine;1909;100;52
nyp.33433076091655;Tarkington, Booth;The turmoil :  a novel  ;Tarkington, Booth;The Turmoil;1915;100;52
mdp.39015038888775;Sagan, Carl;Contact :  a novel  ;Sagan, Carl;Contact;1985;100;52
uc1.b3687303;Curwood, James Oliver;"The Valley of silent men;  a story of the Three river country, ";Curwood, James Oliver;The Valley of Silent Men;1921;100;51